PRODUCT CODE,PRODUCT TITLE,BRAND,PRODUCT TYPE,GTIN,PRICE
GJ20232,Purell ADX-12 Dispenser 1200ml White 8820-06,Purell,Cleaning Products,10073852023241,0.00
GJ20320,Gojo LTX-12 Hand Wash Dispenser Black/Chrome 1919-04,Gojo,Cleaning Products,10073852032007,0.00
DEB02025,Deb Stoko Cleanse Antimicrobial Dispenser 1 Litre ANT1LDSEN,Deb,Sanitary Dispensers,5010424020251,0.02
DEB01072,Deb Stoko Proline Soap Dispenser 1 Litre White WHB1LDS,Deb,Cleaning Products,5010424010726,0.02
DEB03404,Deb Cutan Foaming Hand Sanitiser Dispenser 1 Litre PROBO1SA,Deb,Sanitary Dispensers,5010424034043,0.02
DEB03403,Deb Cutan Gentle Hand Wash Dispenser 1 Litre PROBO1HW,Deb,Sanitary Dispensers,5010424034036,0.02
DEB03405,Deb Cutan Moisturising Cream Dispenser 1 Litre White/Green PROB01HCMC,Deb,Sanitary Dispensers,5010424034050,0.02
RY06581,Safewrap Antibacterial Tie Handle Dog Poo Bags (Pack of 60) RY11532-S,Safewrap,Cleaning Equipment,5011581065819,0.42
PP18314,Pukka Party Flexible Drinking Straws Assorted (Pack of 24) PTY580,Pukka Party,Catering Sundries,5057183183148,0.45
PP18308,Pukka Party Striped Drinking Straws Assorted (Pack of 50) PTY578,Pukka Party,Catering Sundries,5057183183087,0.47
BC70501,Bic 1 Disposable Razor Sensitive (Pack of 5) 952888,Bic,Restroom Accessories,3086125705010,0.53
AU32196,Cocktail Napkin 240x240mm 2-Ply White (Pack of 100) 32196,BulkySoft,Table/Food Service,8018426322042,0.61
SPX90033,Spontex Brilliant Scourer Pad Silver Non-scratch 31600328,Spontex,Cleaning Equipment,5010071900333,0.67
UTP51314,Economy Disposable Birch Wood Teaspoon 11cm (Pack of 100) F90223-0,Unbranded,Catering Utensils,5056645513141,0.73
UTP51311,Economy Disposable Birch Wood Knife 16cm (Pack of 100) F90220-0,Unbranded,Catering Utensils,5056645513110,0.78
FS159058,5 Star Facilities Hygiene Couch Rolls 2-Ply 130 Sheets 250mmx40m Blue,5 Star Facilities,Sanitary Refills,5018206654670,0.85
AG16108,Compost Liners Green,Addis,Cleaning Equipment,5010303161082,0.87
BC39505,Bic 1 Disposable Razor Sensitive (Pack of 12) 928770,Bic,Restroom Accessories,3086123395053,0.87
UTP51313,Economy Disposable Birch Wood Spoon 16cm (Pack of 100) F90222-0,Unbranded,Catering Utensils,5056645513134,0.89
UTP51312,Economy Disposable Birch Wood Fork 16cm (Pack of 100) F90221-0,Unbranded,Catering Utensils,5056645513127,0.92
AS30187,Planet 4oz Single Wall Plastic-Free Hot Cup (Pack of 50) PFHCSW04,Planet,Catering Utensils,5060396301872,0.93
PP17986,Pukka Party Paper Plates Christmas Santa Design (Pack of 8) PTY554,Pukka Party,Catering Utensils,5057183179868,0.94
PP18311,Pukka Party Umbrella Drinking Straws Assorted (Pack of 12) PTY579,Pukka Party,Catering Sundries,5057183183117,0.97
AU09886,Lindt Lindor Cornet Milk 37g LINDMILK37,Lindt,Food,8003340098869,1.14
AU32204,Cocktail Napkin 240x240mm 2-Ply Black (Pack of 100) 32204,BulkySoft,Table/Food Service,8018426321960,1.00
CL44588,Clinell Carell Bed Bath Gloves (Pack of 8) CBBGL8,Carell,Cleaning Products,5060130445886,1.03
FS125066,5 Star Facilities Hygiene Roll 100 Percent Recycled 2-Ply 130 Sheets 250mmx40m White,5 Star Facilities,Cleaning Products,5018206196194,1.04
MYC12081,Mycafe Kraft 8oz Single Wall Hot Cups (Pack of 50) MYC12081,MyCafe,Catering Utensils,503003712081,1.05
NL22833,Nestle Rowntrees Fruit Pastilles Sweets Sharing Bag 143g 12534250,Rowntree,Food,7613287228338,1.08
CPD10019,TOTM Organic Cotton Non-Applicator Tampon Super+ (Pack of 15) 0606009,TOTM,Sanitary Refills,5060367100190,1.08
EHC18216,Grace and Green Biodegradable Bamboo Wipes (Pack of 25) GGWET WIPES 25,Grace and Green,Wipes Cloth,745604182164,1.12
TSL16398,TSL Discreet Comfort Pad Normal Comfort PK12,TSL,Sanitary Refills,5014107163983,1.12
CL44634,Clinell Contiplan 3-in-1 Continence Care Cloths (Pack of 8) CON8,Contiplan,Cleaning Products,5060130446340,1.17
HB97183,Box of Happy Sweets Gift Box 120g 23963,Haribo,Food,5012035971830,1.21
RY06350,Caterpack Enviro Wooden Teaspoons (Pack of 100) RY10570,Unbranded,Catering Utensils,5011581063501,1.22
RY04635,25cl Rippled Wall Hot Cups (Pack of 25) HVRWPA08V1,Caterpack,Catering Utensils,5011581046351,1.22
SB10593,Stanley Glass Scraper 170mm Yellow 0-28-590,Stanley,Hand Tools,5000366105932,1.24
MYC77614,MyCafe 8oz Single Wall Hot Cups (Pack of 50) HVSWPA08V,MyCafe,Catering Utensils,5030037776147,1.26
CPD80235,Tate and Lyle Sucralose Sweetener Tablets (Pack of 300) 460310,Tate & Lyle,Food,5010115802357,1.26
CPD99647,Napkin 2-Ply 330x330mm White (Pack of 100) 0502135,Unbranded,Table/Food Service,5010326114591,1.27
RY06344,Caterpack Enviro Wooden Knives (Pack of 100) RY10567,Caterpack,Catering Utensils,5011581063440,1.28
NC58480,Cup 8oz 25cl Hot Drink Pattern (Pack of 50) NU903003,Unbranded,Catering Utensils,5060693584800,1.28
NC58482,Cup 8oz Hot Drink Blue (Pack of 50) NU903005,Unbranded,Catering Utensils,5060693584824,1.28
SPX51490,Spontex Thick Moppets Sponge Wipes Assorted Colours (Pack of 2) 19000086,Spontex,Cleaning Equipment,5010071514905,1.34
MYC10111,MyCafe Eco Design Paper Cup 7oz Blue (Pack of 100) MYC10111,MyCafe,Catering Utensils,5030037101116,1.35
MYC12082,Mycafe Kraft 12oz Single Wall Hot Cups (Pack of 50) MYC12082,MyCafe,Catering Utensils,503003712082,1.36
CPD16131,Plastic Half Pint Glass Clear (50 Pack) 0510033,Unbranded,Catering Utensils,8411457006729,1.37
KS83244,Cadbury Dairy Milk Chocolate Bar 110g 4057359,Cadbury,Food,7622300845759,1.39
KS83248,Cadbury Dairy Milk Chocolate Caramel Bar 120g 4057363,Cadbury,Food,7622300737931,1.39
DLT62833,Dailee Lady Premium Slim Mini Incontinence Pads (Pack of 30) I0300188,Dailee,Sanitary Refills,8595611628337,1.39
FS172270,5 Star Facilities Napkin 1-Ply 400x400mm White (Pack of 100),5 Star Facilities,Table/Food Service,5018206331519,1.40
CL54373,Clinell Chlorhexidine Wash Gloves Fragrance Free (Pack of 6) CHGWGL6FF,Clinell,Cleaning Products,5060899543731,1.41
AS30116,Planet 7oz Single Wall Plastic-Free Paper Hot Cup (Pack of 50) PFHCSW07,Planet,Catering Utensils,5060396301162,1.41
CG15149,Stainless Steel Cutlery Teaspoons (Pack of 12) F01107,Unbranded,Catering Utensils,5019311010313,1.42
NL23849,Nestle Aero Bubbles Peppermint Milk Chocolate Sharing Bag 92g 12505870,Aero,Food,7613287238498,1.43
NL24175,Nestle Munchies Milk Chocolate Caramel Sharing Bag 104g 12465769,Munchies,Food,7613036241755,1.43
NL23847,Nestle Milkybar White Chocolate Giant Buttons Sharing Bag 94g 12558513,Milky Bar,Food,7613287238474,1.43
RY04637,35cl Rippled Wall Hot Cups (Pack of 25) HVRWPA12V1,Caterpack,Catering Utensils,5011581046375,1.43
MYC10107,MyCafe Vending Cup Squat 7oz White (Pack of 100) MYC10107,MyCafe,Catering Utensils,5030037101079,1.44
RY04208,8oz 25cl Hot Cup (Pack of 50) HVSWPA08V1,Caterpack,Catering Utensils,5050747000028,1.44
DLT62893,Dailee Fix Premium Fixation Pants with Legs Small (Pack of 5) I0900025,Dailee,Sanitary Refills,8595611628931,1.46
DLT62895,Dailee Fix Premium Fixation Pants with Legs Medium (Pack of 5) I0900026,Dailee,Sanitary Refills,8595611628955,1.47
DLT62897,Dailee Fix Premium Fixation Pants with Legs Large (Pack of 5) I0900027,Dailee,Sanitary Refills,8595611628979,1.51
CL44262,Clinell Chlorhexidine Wash Cloths (Pack of 8) CHGWC8,Clinell,Cleaning Products,5060130442625,1.51
CL44595,Clinell Carell Shampoo Cap PRSHMC1,Carell,Restroom Accessories,5060130445954,1.52
MYC10108,MyCafe Vending Cup Tall 7oz White (Pack of 100) MYC10108,MyCafe,Catering Utensils,5030037101086,1.55
EHC18210,Grace and Green Organic Cotton Bamboo Heavy Period Pads (Pack of 8) GGBAMNIGHT05,Grace and Green,Sanitary Refills,745604182102,1.56
EHC03548,Grace and Green Organic Cotton Bamboo Liners (Pack of 24) GGBAMLINERS06,Grace and Green,Sanitary Refills,735745035481,1.56
EHC03549,Grace and Green Organic Cotton Bamboo Medium Period Pads (Pack of 10) GGBAMDAY04,Grace and Green,Sanitary Refills,735745035498,1.56
CL44093,Clinell Carrell Personal Care Wipes (Pack of 40) CPP40,Carell,Cleaning Products,5060130440935,1.56
SPX60017,Spontex Specialist Stainless Steel Scourers XL Silver (Pack of 6) 19500135,Spontex,Cleaning Equipment,3384126600175,1.57
VF10061,PG Tips Camomile Envelope Tea Bags (Pack of 25) 800401,PG Tips,Beverages,5063270100615,1.58
VF10052,PG Tips Earl Grey Envelope Tea Bags (Pack of 25) 800398,PG Tips,Beverages,5063270100523,1.58
VF10058,PG Tips Peppermint Envelope Tea Bags (Pack of 25) 800400,PG Tips,Beverages,5063270100585,1.58
VF10055,PG Tips Pure Green Envelope Tea Bags (Pack of 25) 800399,PG Tips,Beverages,5063270100554,1.58
SIS21107,Sistema Soup to Go 656ml 21107,Sistema,Kitchen storage,9414202211071,1.58
AU01116,Paper Napkins 2-Ply 330mm Black (Pack of 100) 3324BKCOM,Combinations,Table/Food Service,5021506011166,1.59
BC32522,Bic 2 Disposable Razor 10+5 (Pack of 15) 905089,Bic,Restroom Accessories,3086123325227,1.59
CL44223,Clinell Carell Body Care 60 Wipes CBC60,Carell,Cleaning Products,5060130442236,1.59
SB54274,Stanley SharpShooter Heavy Duty 8mm 5/16in Type G Staples (Pack of 1000) 1-TRA705T,Stanley,Power Tool Accessories,3253561054273,1.62
SB54281,Stanley SharpShooter Heavy Duty 10mm 3/8in Type G Staples (Pack of 1000) 1-TRA706T,Stanley,Power Tool Accessories,3253561054280,1.62
AS30549,Planet 8oz Double Wall Plastic-Free Cups (Pack of 25) PFHCDW08,Planet,Catering Utensils,5060396305498,1.65
AU62123,Avant Natural Mineral Water 200ml (Pack of 12) AVA001,Avant,Beverages,5060148621234,1.68
AU73288,Stainless Steel Soup Spoon (Pack of 12) 0304290,Unbranded,Catering Utensils,5013314732883,1.68
DLT62835,Dailee Lady Premium Slim Normal Incontinence Pads (Pack of 30) I0300189,Dailee,Sanitary Refills,8595611628351,1.73
DLT62585,Dailee Men Premium Incontinence Pads Level 1 (Pack of 15) I0700019,Dailee,Sanitary Refills,8595611625855,1.73
UN04078,McVities Blissfuls Milk Chocolate and Caramel Biscuits 172g 44825,McVities,Food,5000168040783,1.76
UN04080,McVities Blissfuls Milk Chocolate and Hazelnut Biscuits 172g 44824,McVities,Food,5000168040806,1.76
AS30555,Planet 8oz Single Wall Plastic-Free Cups (Pack of 50) PFHCSW08,Planet,Catering Utensils,5060396305559,1.76
SPX97210,Spontex Long Lasting Kitchen Cloths White (Pack of 2) 19700241,Spontex,Cleaning Equipment,3384123972107,1.77
RY06346,Caterpack Enviro Wooden Forks (Pack of 100) RY10568,Caterpack,Catering Utensils,5011581063464,1.78
BZ16543,Crawfords Teatime Assorted Biscuits 275g 21421,Crawfords,Food,5000168165431,1.78
NC58481,Cup 12oz 35cl Hot Drink Pattern (Pack of 50) NU903004,Unbranded,Catering Utensils,5060693584817,1.78
NC58483,Cup 12oz Hot Drink Blue (Pack of 50) NU903006,Unbranded,Catering Utensils,5060693584831,1.79
SPX00349,Spontex Microfibre Pads Assorted Pack of 3 19700617,Spontex,Cleaning Equipment,3384120003491,1.80
AU11289,Combinations Napkin 330mm x 330mm Forest Green (Pack of 100) 3324FGCOM,Combinations,Table/Food Service,5021506011289,1.80
AU01128,Combinations Napkin 330mm x 330mm Navy Blue (Pack of 100) 3324NBCOM,Combinations,Table/Food Service,5021506011098,1.80
SB54298,Stanley SharpShooter Heavy Duty 12mm 1/2in Type G Staples (Pack of 1000) 1-TRA708T,Stanley,Power Tool Accessories,3253561054297,1.81
CPD63036,Cheeky Panda Bamboo Paper Straw Black (Pack of 250) 0111130,The Cheeky Panda,Catering Sundries,5060561630363,1.82
CPD63044,Cheeky Panda Bamboo Paper Straw Black Stripes (Pack of 250) 0111129,The Cheeky Panda,Catering Sundries,5060561630448,1.82
SIS07250,Sistema Twist and Sip Itsy 480ml 725,Sistema,Drinks Dispensers,9414202072504,1.84
BC71073,Bic 3 Disposable Razor (Pack of 10) 510399,Bic,Restroom Accessories,3086123710733,1.84
MYC77615,MyCafe 12oz Single Wall Hot Cups (Pack of 50) HVSWPA12V,MyCafe,Catering Utensils,5030037776154,1.84
RY04210,12oz 35cl Hot Cup (Pack of 50) HVSWPA12V1,Caterpack,Catering Utensils,5011581042100,1.84
BID10006,Fragrance Free Fabric Conditioner 1L BFC121a,Bio-D,Cleaning Products,5034938100063,1.85
CL44374,Clinell Chlorhexidine Wash Gloves (Pack of 8) CHGWGL8,Clinell,Cleaning Products,5060130443745,1.89
AS30238,Planet 12oz Paper Cup Lids (Pack of 50) PL90MM,Planet,Catering Utensils,5060396302381,1.89
CPD31671,Plastic Pint Glasses Clear (50 Pack) 0510043,Unbranded,Catering Utensils,5013873167119,1.91
AS30551,Planet 12oz Double Wall Plastic-Free Cups (Pack of 25) PFHCDW12,Planet,Catering Utensils,5060396305511,1.95
MIN56362,Miniml Hand Wash Cucumber Aloe Vera 500ml MIN305,Miniml,Cleaning Products,5060588563620,1.97
MIN56222,Miniml Hand Wash Sweet Clementine 500ml MIN163,Miniml,Cleaning Products,5060588562227,1.97
CPD73501,Cif Cream Cleaner Lemon 500ml 1014099,Cif,Cleaning Products,5000186735012,1.98
SIS07300,Sistema Twist and Sip Helix 600ml 730,Sistema,Drinks Dispensers,9414202073006,1.99
DV08392,Mr Muscle Kitchen Disinfectant Spray 750ml 321538,Mr Muscle,Cleaning Products,5000204083927,2.00
DV08395,Mr Muscle Washroom Cleaner 750ml 321537,Mr Muscle,Cleaning Products,5000204083958,2.00
GH00383,Exacompta Cogir Tablecloth 1.2x6m Roll Embossed Paper Black R800634I,Exacompta,Table/Food Service,3281518006341,2.00
AU32220,Aqua Swirl 7oz Paper Water Cup (100 Pack) HVSWPA07A,Unbranded,Catering Utensils,5060396301810,2.00
SUGAR,Tate and Lyle White Granulated Sugar 1kg Bag SUGAR,0,Food,5030037989677,2.02
SUGAR,Tate and Lyle White Granulated Sugar 1kg Bag SUGAR,0,Food,,2.02
CL44112,Clinell Chlorhexidine Shampoo Cap CHGSC1,Clinell,Restroom Accessories,5060130441123,2.02
CL44000,Clinell Universal Disinfectant Spray 500ml CDS500,Clinell,Cleaning Products,5060130440003,2.05
PX70543,Graze Lemon Blueberry Oat Boosts 30g Pack of 4 3619,Graze,Food,5055958705434,2.05
PX70657,Graze Sticky Toffee Oat Boosts 30g Pack of 4 3620,Graze,Food,5055958706578,2.05
TL11571,Tetley Green Tea With Lemon Tea Bags (25 Pack) 1571A,Tetley,Beverages,05000208115716,2.05
TL11576,Tetley Mint Infusion Tea Bags (25 Pack) 1576A,Tetley,Beverages,05000208115761,2.05
TL11575,Tetley Pure Green Tea Bags (25 Pack) 1575A,Tetley,Beverages,05000208115754,2.05
TL07091,Tetley Raspberry and Pomegranate Tea Bags (Pack of 25) 1580A,Tetley,Beverages,5000208070916,2.05
AS30236,Planet 8oz Paper Cup Lids (Pack of 50) PL80MM,Planet,Catering Utensils,5060396302367,2.08
DLT62477,Dailee Men Premium Incontinence Pads Level 2 (Pack of 15) I0700021,Dailee,Sanitary Refills,8595611624773,2.09
SWX00302,Sweetex Sweeteners Calorie-Free 1200 Tablets 4194829,Sweetex,Food,05000167003024,2.10
GH00372,Exacompta Cogir Tablecloth 1.2x6m Roll Embossed Paper White R800601I,Exacompta,Table/Food Service,3281518006013,2.12
RWS06146,TENA Discreet Extra Incontinence Pads (Pack of 10) 33943,Tena,Sanitary Refills,7322541061467,2.15
RWS85206,TENA Discreet Normal Incontinence Pads (Pack of 12) 33941,Tena,Sanitary Refills,7322540852066,2.15
RWS85337,TENA Discreet Ultra Mini Incontinence Pads (Pack of 20) 33940,Tena,Sanitary Refills,7322540853377,2.15
RK56171,Cillit Bang Black Mould Remover Spray 750ml 3077889-S,Cillit Bang,Cleaning Products,5011417561713,2.18
PK11233,Pukka Organic Herbal and Green Tea Collection Tea Bags (Pack of 20) 802104,Pukka Herbs,Beverages,5063270115541,2.21
PK11107,Pukka Organic Lemon Ginger and a Touch of Manuka Honey Tea Bags (Pack of 20) 801543,Pukka Herbs,Beverages,5063270111079,2.21
PK11554,Pukka Organic Night Time Berry Herbal Tea Bags (Pack of 20) 801714,Pukka Herbs,Beverages,5063270112335,2.21
GH00613,Exacompta Cogir Tablecloth 1.2x6m Roll Embossed Paper Grey R800613I,Exacompta,Table/Food Service,3281518006136,2.22
GH00635,Exacompta Cogir Tablecloth 1.2x6m Roll Embossed Paper Kiwi Green R800635I,Exacompta,Table/Food Service,3281518006358,2.22
GH00380,Exacompta Cogir Tablecloth 1.2x6m Roll Embossed Paper Red R800621I,Exacompta,Table/Food Service,3281518006211,2.22
GH00639,Exacompta Cogir Tablecloth 1.2x6m Roll Embossed Paper Turquoise R800639I,Exacompta,Table/Food Service,3281518006396,2.22
CPD67217,Rhino Kitchen Roll 3-Ply 70 Sheets/Roll White (Pack of 3) R0304K3BNOF01,Rhino,Catering Sundries,5060043672171,2.22
BRK40319,Batchelors Cup a Soup Golden Vegetable 82g 1004200-S,Batchelors,Food,5000354403194,2.23
BRK40131,Batchelors Cup a Soup Tomato 82g 1009293-S,Batchelors,Food,5000354401312,2.23
NL59368,Nestle KitKat Milk Chocolate 2 Finger (9 Pack) 12339411,Kit Kat,Food,8445290182135,2.24
AS30557,Planet 12oz Single Wall Plastic-Free Cups (Pack of 50) PFHCSW12,Planet,Catering Utensils,5060396305573,2.27
CG15148,Stainless Steel Cutlery Dessert Spoons (Pack of 12) F09655,Unbranded,Catering Utensils,8711155154594,2.29
AU75520,Swizzels Sweet Shop Favourite Carton 324g 74056,Swizzels,Food,5010478755208,2.30
EHC03532,Grace and Green Organic Cotton Non Applicator Tampons Regular (Pack of 18) GG0TR001,Grace and Green,Sanitary Refills,735745035320,2.30
EHC03533,Grace and Green Organic Cotton Non Applicator Tampons Super (Pack of 18) GG0TS002,Grace and Green,Sanitary Refills,735745035337,2.32
AS30553,Planet 16oz Double Wall Plastic-Free Hot Cup (Pack of 25) PFHCDW16,Planet,Catering Utensils,5060396305535,2.33
EHC03534,Grace and Green Organic Cotton Non Applicator Tampons Super+ (Pack of 15) GGOTSP003,Grace and Green,Sanitary Refills,735745035344,2.35
CPD32101,White 2-Ply Paper Napkins 400x400mm (Pack of 100) 0502122,Unbranded,Table/Food Service,5010705321015,2.36
RY04220,White 25cl Paper Cup Sip Lids (Pack of 100) MXPWL80,Caterpack,Catering Utensils,5206492002064,2.37
UN21042,McVities Club Orange Biscuit Bars (Pack of 7) 37434,McVities,Food,5000168210421,2.38
UN21036,McVities Penguin Milk Chocolate Biscuit Bars (Pack of 7) 44541,McVities,Food,5000168210360,2.38
DLT62837,Dailee Lady Premium Slim Extra Incontinence Pads (Pack of 30) I0300190,Dailee,Sanitary Refills,8595611628375,2.40
PX43674,Regina Blitz Household Towels 3-Ply Twin-Pack 70 Sheets Per Roll C004416,Regina,Catering Sundries,8004260436748,2.42
VF03678,PG Tips Decaf Tea Bags (Pack of 70) 800821,PG Tips,Beverages,8720608036783,2.44
PK01147,Pukka Elderberry/Echinacea Organic Herbal Tea Bags (Pack of 20) 05060229011480,Pukka Herbs,Beverages,5060229011473,2.44
PK14546,Pukka Peace Organic Herbal Tea Bags (Pack of 20) 45060519145466,Pukka Herbs,Beverages,5060519145468,2.44
PK01256,Pukka Three Chamomile Organic Herbal Tea Bags (Pack of 20) 05060229012579,Pukka Herbs,Beverages,5060229012562,2.44
PK52314,Pukka Three Ginger Tea Bags Organic (Pack of 20) 05065000523428,Pukka Herbs,Beverages,5065000523145,2.44
PK14075,Pukka Turmeric Ginger Orange Tea Bags Organic (Pack of 20) 45060519140751,Pukka Herbs,Beverages,5060519140753,2.44
FS843496,5 Star Facilities Hygiene Roll 100 Percent Recycled 2-Ply 130 Sheets 500x40m Blue,5 Star Facilities,Cleaning Products,5018206196224,2.45
FS138843,5 Star Facilities Hygiene Roll 100 Percent Recycled 2-Ply 130 Sheets 500x40m White,5 Star Facilities,Cleaning Products,5018206015273,2.45
CL44599,Clinell Contiplan 3-in-1 Continence Care Cloths (Pack of 25) CON25,Contiplan,Cleaning Products,5060130445992,2.46
RK04867,Silvo Metal Polish Wadding 75g 3283689,Silvo,Cleaning Products,5000146048671,2.46
TQ24853,Twinings Cranberry and Raspberry Tea Bags (Pack of 20) F14381,Twinings,Beverages,00070177824853,2.51
TQ82482,Twinings Lemon and Ginger Fruit Infusion Tea Bags (Pack of 20) F09613,Twinings,Beverages,00070177824822,2.51
TQ82494,Twinings Pure Camomile Herbal Infusion Tea Bags (Pack of 20) F14379,Twinings,Beverages,00070177824945,2.51
TQ65115,Twinings Pure Green Tea Bags (Pack of 20) F09542,Twinings,Beverages,00070177865115,2.51
HAI07251,Care + Protect Eco+ Multi-Surface Degreaser 750ml 35602762,Care+Protect,Cleaning Products,8059019072517,2.52
CPD01215,Maxima Napkins 330x330mm 2-Ply Red (Pack of 100) VSMAX33/2R,Maxima,Table/Food Service,5010326370041,2.53
AS30559,Planet 16oz Single Wall Plastic-Free Hot Cup (Pack of 50) PFHCSW16,Planet,Catering Utensils,5060396305597,2.53
BC70076,Bic Flex 3 Disposable Razor Sensitive (Pack of 6) 508096,Bic,Restroom Accessories,3086123700765,2.55
CPD01199,Paper Napkins 320mm 1-Ply White (Pack of 500) 0399391,BulkySoft,Table/Food Service,5010326370010,2.57
RK04846,Silvo Metal Polish Liquid 175ml 234042,Silvo,Cleaning Products,5000146048466,2.58
SPL40179,Splenda Granulated Sweetener New Pack 11/07/26 12/07/26 125g FOSPL013,Splenda,Food,18718226401790,2.60
PK01158,Pukka Earl Grey Organic Herbal Tea Bags (Pack of 20) P5052,Pukka Herbs,Beverages,5060229011589,2.60
PK01156,Pukka English Breakfast Organic Herbal Tea Bags (Pack of 20) P5050,Pukka Herbs,Beverages,5060229011565,2.60
PK01200,Pukka Supreme Matcha Green Organic Herbal Tea Bags (Pack of 20) P5056SE,Pukka Herbs,Beverages,5060229012005,2.60
PK52313,Pukka Three Mint Organic Tea Bags (Pack of 20) P5025,Pukka Herbs,Beverages,5065000523138,2.60
CX01696,Plain White Oven Glove 101846,MyCafe,Catering Sundries,5013174016956,2.61
NL11382,Nestle Milkybar White Chocolate Easter Egg Hunt Pack (Pack of 8) 12457991,Milky Bar,Food,7613287113825,2.64
AU10415,Tate and Lyle Granulated White Sugar Shake and Pour Dispenser 750g A03907,Tate & Lyle,Food,5010115104154,2.65
RY32088,Super Rigid 7 Inch Biodegradable Plate (Pack of 50) 3865,Caterpack,Catering Utensils,5011581032088,2.65
NL01086,Buxton Still Natural Mineral Water 1.5L (Pack of 6) 12398546,Buxton,Beverages,7613287010865,2.67
FS047795,5 Star Facilities Swing Bin Liners Medium/Heavy Duty 40L White (Pack of 100),5 Star Facilities,Cleaning Equipment,5018206013095,2.68
UTP64117,Manhattan Tea Spoon (Pack of 12) F15008-B12300,Manhattan,Catering Utensils,5060020641176,2.70
EHC03538,Grace and Green Organic Cotton Applicator Tampons Regular (Pack of 16) GGOTA-R007,Grace and Green,Sanitary Refills,735745035382,2.72
KS20417,Cadbury Chocolate Treat Size Bars Bag 207g 4310829,Cadbury,Food,7622202204173,2.73
NL28063,Nestle Pure Life Water 1.5 Litre Bottle (Pack of 6) 12395315,Pure Life,Beverages,7613035280632,2.74
UN04092,McVities Family Circle Sweet Biscuit Assortment 400g 44772,McVities,Food,5000168040929,2.76
EHC03539,Grace and Green Organic Cotton Applicator Tampons Super (Pack of 14) GGOTAS008,Grace and Green,Sanitary Refills,735745035399,2.78
RY04222,35cl Paper Cup Sip Lids White (Pack of 100) MXPWL90,Caterpack,Catering Utensils,5206492002088,2.78
AU59004,Tate and Lyle Salted Caramel Syrup 750ml 122759,Tate & Lyle,Food,5010115900442,2.79
TQ55585,Twinings Strawberry Raspberry Tea Bags (Pack of 20) F17457,Twinings,Beverages,70177535643,2.81
AS02985,Paper Knife (Pack of 100) FP-PCK100,Unbranded,Catering Utensils,5060396302985,2.81
SB30486,Stanley Retractable Tape Measure with Belt Clip 3 Metre 0-30-686,Stanley Tools,Levels and Measuring,3253560306861,2.82
AU21159,Avant Natural Spring Water 5 Litre (Pack of 3) 0201060-3,Avant,Beverages,25060148621153,2.84
NL77610,Nestle Black Magic Dark Chocolate Carton Small 174g 12445818,Black Magic,Food,8593893776104,2.90
SPX80117,Spontex Specialist General Purpose Sponge Scourers (Pack of 6) 19400213,Spontex,Cleaning Equipment,3384126801176,2.92
SPX08017,Spontex Specialist Non-Scratch Sponge Scourer Blue/White (Pack of 6) 19400212,Spontex,Cleaning Equipment,3384126080175,2.92
AS02978,Paper Fork (Pack of 100) FP-PCF100,Unbranded,Catering Utensils,5060396302978,2.93
DLT62663,Dailee Bed Premium Fix Protector Pad 600x900mm (Pack of 30) I0400180,Dailee,Sanitary Refills,8595611624414,2.94
NW44233,Acorn Vending Cup Tray Plastic 6 Cup Capacity Black DRINKTRAY,Acorn,Catering Utensils,5018062442336,2.94
AU81847,Tate and Lyle Caramel Syrup 750ml 121489,Tate & Lyle,Food,5010115818471,2.95
FS154318,5 Star Facilities Black Bin Liners Medium/Heavy Duty (Pack of 50),5 Star Facilities,Cleaning Equipment,5018206038531,2.95
AU81843,Tate and Lyle Vanilla Syrup 750ml 121488,Tate & Lyle,Food,5010115818433,2.96
AU21030,Caterwrap Greaseproof Paper Cutter Box 380mmx50m 21C03,Caterwrap,Catering Sundries,5023139210305,2.98
CPD96824,Feel Good Sweets Dairy Free Small Tube 0401337,Feel Good Sweets,Food,0605996968244,3.04
CPD96823,Feel Good Sweets Gluten Free Small Tube 0401336,Feel Good Sweets,Food,0605996968237,3.04
CPD96826,Feel Good Sweets Simply Small Tube 0401339,Feel Good Sweets,Food,0605996968268,3.04
CPD96822,Feel Good Sweets Vegan Small Tube 0401335,Feel Good Sweets,Food,0605996968220,3.04
TQ55610,Twinings Pure Peppermint Tea Bags (Pack of 20) F17458,Twinings,Beverages,70177824891,3.04
DV41838,Ecover Zero Multi Surface Spray 500ml 4004330,Ecover,Cleaning Products,05412533418385,3.05
CPD01113,MyCafe Vending Cup Tall 7Oz White (Pack of 100) GIPSTCW2000V100,MyCafe,Catering Utensils,5011581003477,3.06
HAI07248,Care + Protect Eco+ Dishwasher Deodorant 120 Washes 35602759,Care+Protect,Cleaning Products,8059019072487,3.09
HAI07247,Care + Protect Eco+ Rinse Aid 500ml 35602758,Care+Protect,Cleaning Products,8059019072470,3.09
LIL20798,Lil-Lets Teens Eco Sanitary Pads Wrapped with Wings (Pack of 40) 94TECODY40,Lil-Lets,Sanitary Refills,5025971207987,3.10
CPD75061,Paper Plate 7 Inch White (100 Pack) 0511040,Unbranded,Catering Utensils,5011352158528,3.13
AS02992,Paper Spoon (Pack of 100) FP-PCS100,Unbranded,Catering Utensils,5060396302992,3.15
BID10005,Fragrance Free Laundry Liquid 1L BLL121a,Bio-D,Cleaning Products,5034938100056,3.17
